Soil Moisture,Temperature,Rainfall,Evapotranspiration,Solar_Radiation,Humidity,Hectares,Yied_Hectare_(M.Ton),Total_Production(M.Ton)
0.511877176,29.92140588,476.7819988,91.47439811,"32,718.60",83,60005,4.25,255036
0.414100332,28.44529471,1662.876991,71.83826536,"26,546.19",82,46755,2.908,135954
0.442152385,33.87441371,298.7309123,48.77178026,"35,657.37",85,22375,4.299,96182
0.546970065,29.43984316,669.5554796,96.19036065,"31,722.99",77,24598,3.941,96940
0.477704248,29.14406482,945.7999859,76.09712,"28,004.96",81,262040,3.572,936015
0.421012862,31.66186108,445.4776373,45.71768749,"34,122.60",77,192928,4.21,812180
0.452105875,32.01113996,414.610956,75.49634127,"33,789.47",83,35259,4.169,146990
0.555195523,29.61239966,777.997641,79.16885501,"30,898.30",82,53805,4.239,228106
0.526039181,28.73076801,804.4616966,84.32085877,"29,551.52",84,29712,4.008,119076
0.421376495,32.89648764,404.9828287,53.29787313,"34,315.72",84,58030,4.259,247123
0.499100992,27.60396771,1427.204218,76.95554206,"25,590.15",86,166981,4.305,718844
0.508930237,28.21055512,891.628442,53.1226621,"29,270.96",74,81257,3.928,319184
0.490849567,29.76836463,905.9610184,114.3660602,"31,585.54",76,58581,3.968,232473
0.453268182,32.63673658,364.0074995,61.18112021,"33,995.36",82,70605,4.224,298244
0.462886638,29.38654081,839.3697889,40.36224566,"30,153.22",79,42968,3.982,171096
0.463124303,30.52463864,742.5414178,85.37291734,"32,093.04",77,3140,2.467,7746
0.534729575,30.54970629,474.0695309,89.53767166,"32,198.85",74,19225,3.161,60771
0.503268755,31.65247175,373.93569,75.74915288,"33,946.89",80,17100,4.095,70019
0.450405098,32.41172589,327.5995344,45.37566405,"35,295.56",68,74714,4.053,302834
0.550917606,28.99037268,1169.739385,136.3938781,"30,875.09",84,4788,3.472,16623
0.515079903,28.69386005,853.0234535,54.60009437,"29,616.75",79,132230,4.066,537696
0.481627869,31.11214523,405.8823559,77.58456235,"34,090.19",78,72361,3.735,270255
0.510457619,29.35929119,620.603491,102.6371384,"31,948.72",78,27762,4.171,115806
0.478532192,28.84173716,974.1464449,77.05127965,"28,841.20",83,87491,3.96,346450
0.461771204,29.99372226,481.2396318,61.14368269,"32,628.29",78,137424,4.157,571337
0.477107922,27.8214837,1935.056786,54.7118027,"24,593.49",77,190525,3.367,641455
0.485068027,28.56807584,2155.879187,55.86100584,"25,087.44",81,67693,3.048,206323
0.482069785,29.39699533,598.2599424,80.61080598,"31,184.95",81,163636,4.024,658469
0.511468125,30.28162588,582.5309551,38.15566451,"31,546.96",79,62759,3.483,218564
0.521472176,29.9073445,751.7763826,85.69383113,"29,273.96",77,47494,3.752,178203
0.470257835,33.74226088,1288.906848,103.1424174,"30,239.78",77,3545,2.996,10621
0.450681949,32.25241885,942.1742753,82.80597778,"29,066.93",71,436,2.93,1277
0.50256659,29.84371895,947.2480897,114.8245148,"28,867.70",81,60721,3.737,226889
0.470794396,29.24004144,1152.455061,125.2796806,"28,887.27",78,53015,3.228,171108
0.473214121,29.71163336,569.2055046,72.01809382,"28,988.27",79,186797,4.047,756044
0.474925026,29.08139793,930.3720357,85.16098286,"27,772.01",80,107322,3.766,404163
0.558870258,28.62725986,969.3430066,122.8036978,"29,016.52",84,64231,3.274,210305
0.434054004,34.47260968,377.8234838,49.94684407,"30,346.99",68,50718,3.881,196834
0.509054304,32.34884971,1143.922161,96.76175326,"30,097.11",72,63438,3.37,213771
0.502684374,32.57335629,499.143376,54.16127521,"30,846.94",72,41159,3.653,150362
0.53202166,30.08124934,1009.007856,101.1671975,"28,638.48",71,49896,3.551,177172
0.467445454,31.80605718,1512.26733,115.9427177,"30,681.43",75,160767,3.829,615555
0.459528714,31.33282838,863.811516,66.75347486,"29,059.06",65,47115,4.257,200561
0.487846879,29.07984588,559.770534,75.66917955,"28,608.80",71,174484,4.114,717878
0.534386057,33.24948801,731.7111423,61.71133076,"29,634.42",69,32361,4.318,139741
0.534677062,31.06212281,1104.37992,73.96427576,"28,651.94",73,33163,3.663,121469
0.498345004,28.87346172,654.9120051,76.19797043,"28,676.31",70,119707,4.051,484925
0.47455123,29.71772753,831.270606,64.7745724,"28,047.43",72,60471,3.773,228161
0.545492229,31.17649575,770.7108491,79.29557756,"29,331.30",67,77075,4.582,353127
0.500085567,29.85457161,1333.48266,62.4729388,"26,390.87",75,102563,3.267,335085
0.493520474,29.26676096,783.1216824,77.06559244,"28,261.15",81,128742,3.937,506840
0.505314131,30.92288524,621.3859009,70.461199,"30,443.56",79,158817,4.118,654035
0.512726437,30.24172949,911.0161084,111.6665647,"28,698.39",82,11207,3.995,44774
0.531613497,31.81455101,534.853346,69.83259428,"30,572.23",82,87535,4.169,364891
0.522741463,30.12188463,503.4502041,100.3393557,"29,012.21",81,68981,4.539,313100
0.488982221,33.97076312,1284.849387,94.49582771,"28,235.62",78,10230,3.343,34202
0.52564776,30.38435956,707.2485142,53.80292045,"29,676.11",79,49204,4.039,198721
0.47590505,26.92600499,1103.578872,82.87435879,"26,510.12",76,166385,4.049,673689
0.498099772,29.05828409,1002.039761,61.11513311,"28,670.92",83,96923,4.235,410475
0.489012184,32.98261267,482.2371031,59.316863,"30,270.50",82,35222,4.053,142749
0.52493979,28.55132368,1059.805062,159.2849746,"29,014.57",83,27641,4.144,114550
0.499859215,29.64502166,914.2851185,71.62159625,"28,321.27",83,53274,4.086,217658
0.532556501,31.6773986,845.6935509,85.92618403,"29,408.27",86,40456,4.065,164460
0.507422179,32.90012152,581.1704839,63.455646,"30,055.97",77,39111,3.942,154191
0.517401621,30.66600387,761.3808357,81.81944609,"29,191.22",74,59235,4.33,256514
0.525135967,31.23014502,1544.842435,65.76561077,"26,705.21",79,47776,3.07,146683
0.453062193,33.27737483,439.255454,61.72049927,"30,844.00",78,21791,3.986,86868
0.502268283,30.66174915,875.6847998,92.43593075,"29,252.14",76,24792,4.037,100077
0.48955823,29.92100418,1062.198533,75.75850126,"26,922.30",72,261809,4.111,1076409
0.45469427,31.61432629,410.0460474,62.9193971,"29,582.54",75,192651,4.482,863446
0.513837521,31.84310333,688.1745886,56.9071887,"29,713.18",72,34586,3.511,121433
0.460168243,30.43974007,897.6673218,77.0981555,"28,783.55",79,53729,3.831,205812
0.411535854,28.29491694,864.0566805,81.14932279,"27,912.84",78,27971,4.204,117576
0.481390925,32.80664796,508.6883311,53.81228006,"29,717.62",79,56643,4.406,249564
0.487850486,29.41986022,1570.137222,75.5354961,"25,449.11",77,174816,4.049,707864
0.500169038,29.34626114,798.1487815,71.39948758,"28,302.26",84,82697,4.012,331808
0.476896451,30.2007257,1132.574779,117.3858977,"29,219.25",66,61832,4.199,259655
0.511715053,32.79434716,526.5557749,58.13002471,"29,617.43",70,70310,4.191,294646
0.548667582,30.32364813,849.9046092,58.90825786,"28,588.36",73,40194,3.807,153027
0.432115263,31.85934004,1129.636707,87.18655027,"28,995.58",76,2706,2.357,6380
0.510665991,30.24410657,847.4741203,107.0460073,"28,792.97",74,19650,3.596,70659
0.515788296,32.93897943,586.101888,65.61461808,"29,714.31",68,16597,4.125,68464
0.437252385,33.52993502,372.5655168,52.63057055,"30,159.50",72,73136,3.915,286350
0.499347709,31.67080166,1202.283991,119.9523071,"29,206.86",69,7591,4.035,30629
0.502063581,28.80266403,669.4221421,81.90476451,"28,499.99",73,134163,4.266,572403
0.518101051,30.17123949,608.3960004,64.11602033,"30,279.97",67,75335,3.814,287338
0.507637736,30.28481671,908.4271699,92.03823926,"29,291.38",73,29366,4.294,126113
0.483638068,29.13412808,1045.315344,83.67649418,"27,923.17",67,87082,4.058,353366
0.506066419,29.31853776,593.073136,81.6746456,"28,958.80",70,138551,4.112,569665
0.496798614,29.25058509,1974.139391,59.78601509,"24,707.42",66,186282,3.488,649668
0.51422293,30.65806618,1994.984877,69.16271469,"25,696.77",65,69117,2.891,199832
0.500666507,29.28199035,732.660314,80.9860665,"28,318.70",72,166177,4.107,682506
0.532374417,30.22235945,686.7302,52.30406825,"28,955.62",70,63516,3.855,244862
0.443571371,31.1568167,587.654735,74.52504208,"33,513.08",68,49019,3.894,190876
0.457970066,36.40146548,1278.370816,109.7014092,"34,108.50",62,4443,3.338,14829
0.403594445,33.75523021,727.2889511,86.90446669,"33,500.96",68,294,2.896,851
0.471603315,31.15021918,629.894112,115.7838635,"33,119.73",59,56666,3.592,203562
0.418682262,30.78905973,900.3307374,131.3796213,"33,206.20",76,56377,3.083,173804
0.506156731,31.77049552,625.3956663,58.92445673,"32,564.83",72,190138,3.621,688437
0.485954629,31.80471779,793.1191786,54.88584931,"31,391.33",71,108628,3.839,417043
0.516091706,30.57238213,708.0057388,99.14237212,"32,562.53",72,64424,3.443,221831
0.434719595,34.57234986,360.5181388,31.64089134,"35,181.91",75,48744,3.734,182010
0.454940864,34.13421368,1158.881141,94.83184809,"33,879.75",83,66162,3.476,230000
0.412482871,35.2534433,430.7487811,33.55492695,"34,647.68",72,39205,3.751,147069
0.486732596,32.61656904,767.641307,67.74283466,"31,947.31",81,49507,3.394,168002
0.448813542,34.59082967,1244.115641,116.3807341,"34,478.45",83,158557,3.636,576496
0.466514219,32.83582025,685.2134634,56.51190193,"33,193.82",81,46867,4.388,205638
0.483609947,30.59446614,640.7572908,44.53236905,"31,925.51",82,179006,4.108,735364
0.453739622,33.73347031,612.6184932,65.25609325,"33,742.57",86,29495,4.089,120612
0.436571183,33.42125161,1067.501353,68.53347622,"32,250.98",79,31524,3.541,111634
0.506626941,31.93960882,686.025719,44.73149159,"31,623.20",78,124246,3.867,480520
0.478576527,32.38028517,708.8796674,59.33437897,"32,317.15",84,60503,3.83,231718
0.491397247,33.26350563,593.2622026,66.82124173,"33,506.15",83,80898,4.573,369965
0.494112422,30.66010686,1093.839611,58.38547343,"29,965.89",80,112615,3.6,405436
0.473124208,31.83525925,801.6756352,63.6974277,"31,507.20",79,130528,3.854,503034
0.474473331,34.18351021,517.9854444,47.52451283,"34,227.59",84,157200,4.206,661229
0.454004582,31.5011103,636.3904943,120.2310877,"33,121.30",72,9469,3.84,36356
0.454932568,35.06931752,485.0744804,47.9646266,"34,379.12",82,86952,4.236,368316
0.51895844,30.9542664,586.8792943,60.78758443,"32,588.96",83,69198,4.09,283056
0.473441066,34.9847327,1180.737325,82.26133972,"32,310.29",84,10334,3.397,35101
0.41799269,31.87683409,547.4502426,47.97194391,"33,754.51",81,48030,3.726,178971
0.485412707,29.54915481,886.6587822,64.78238496,"30,577.69",86,170059,4.197,713696
0.476247345,30.86322746,892.1937709,54.17555115,"30,771.57",76,101041,4.122,416497
0.462143702,34.3624697,483.0832288,42.66357124,"34,418.32",76,36508,3.888,141938
0.489620437,30.33369857,821.2873609,131.2966374,"32,861.06",83,26496,3.786,100316
0.477170681,30.74875166,960.6823897,51.66356131,"30,352.56",81,50830,4.027,204704
0.443673332,33.51276209,581.9630901,71.26239438,"33,503.47",79,39251,4.231,166069
0.481182565,34.33230419,563.7088136,59.90667302,"34,046.35",76,38109,3.909,148980
0.363648589,32.50056017,670.1069798,71.7711807,"33,360.24",80,58410,4.545,265448
0.500181211,31.020715,1286.583463,72.22684209,"29,891.34",73,50546,3.266,165083
0.415557933,35.58568302,390.7991364,33.43984682,"34,843.70",82,21734,4.276,92927
0.476665831,32.66228491,647.0209265,69.37040962,"33,109.91",78,24793,4.213,104440
0.471482567,30.02680283,926.274205,63.40365456,"30,763.68",78,265053,4.075,1080151
0.458110303,33.13368283,490.7847827,37.96116032,"33,774.20",81,202728,4.164,844183
0.456799156,35.31427771,586.6679775,49.51902906,"33,766.04",82,37239,3.999,148926
0.474482058,32.25910668,693.060659,62.79399738,"32,655.80",79,50812,3.876,196927
0.494626086,31.05061577,718.6381484,76.04333714,"31,898.04",77,26760,3.806,101838
0.461690643,33.96628444,544.7082372,50.77786767,"33,908.97",78,55171,4.588,253141
0.44202863,28.83261932,1242.957097,66.73214653,"29,227.72",79,177744,3.954,702751
0.455758786,30.0492597,877.0950612,43.30450125,"30,682.54",78,82185,4.372,359308
0.367539637,32.51940127,963.2739035,101.9691569,"33,001.09",72,59816,4.388,262472
0.4347899,34.45198097,556.868138,50.76200139,"33,746.57",78,69400,4,277632
0.461513456,32.03271657,972.6993727,37.65607486,"31,073.31",69,41235,4.087,168532
0.406578212,33.05727962,891.1524194,109.9675183,"33,432.77",79,2156,2.246,4842
0.458139082,31.22336415,627.7482515,109.3488488,"33,190.29",75,21163,3.767,79712
0.447718913,33.66791148,584.5675678,67.19683507,"33,810.12",78,17466,4.256,74343
0.459877199,33.80862704,398.5457625,38.85519961,"34,647.14",76,72458,4.124,298819
0.469954281,33.54413338,1108.178723,108.4079487,"33,520.57",80,7602,3.933,29896
0.50284428,30.82891572,658.6825363,52.17078569,"31,198.13",77,135150,4.478,605244
0.435144367,32.02098709,466.2544603,43.82285812,"34,205.52",73,74935,3.923,293943
0.465684976,32.64496517,630.6099263,83.16833348,"33,216.76",81,27361,4.334,118593
0.424949602,30.57739785,1003.855568,68.63414606,"31,082.39",80,89221,3.913,349133
0.476029267,32.15681463,629.8387184,55.04721301,"32,866.10",80,139102,4.249,591063
0.450883019,29.04014453,1775.972077,58.33393339,"28,377.31",81,192704,3.611,695856
0.496252094,30.6859284,1893.581452,60.28501264,"28,862.24",83,72740,2.925,212738
0.469942584,31.85291439,733.2605301,61.51894185,"32,356.08",79,169478,4.307,729912
0.440392993,32.21625927,731.4323799,31.15192931,"32,196.06",76,63739,3.928,250353
0.459159624,29.18147692,644.6804543,53.00585601,"30,100.24",81,49538,3.957,196045
0.567810771,30.77835048,1141.850375,146.9282212,"31,085.92",82,4505,3.399,15311
0.345758633,29.95567307,796.1425086,60.29729166,"30,200.11",83,230,2.989,687
0.498175689,28.86733869,678.080302,91.94753582,"30,411.56",79,56582,3.695,209042
0.45112416,28.48982948,901.3547901,86.30364184,"30,485.28",83,54853,3.223,176767
0.517944148,29.50180471,733.5904551,82.52460107,"26,786.23",79,187735,3.743,702778
0.485965293,28.33053049,859.4142013,58.23419105,"27,413.08",85,105265,3.901,410659
0.500778352,28.64872868,716.7459413,79.40198991,"29,701.84",82,62341,3.413,212793
0.460553445,30.82530856,436.4873519,54.10015341,"30,164.04",85,48045,3.697,177641
0.528972407,29.78730034,1032.571694,96.37125119,"30,947.64",81,64995,3.423,222501
0.445062637,31.60175871,506.5198239,56.25791522,"31,470.05",85,38127,3.794,144652
0.487761011,29.07101628,790.9608385,64.48812411,"28,925.75",79,48479,3.479,168672
0.483241092,32.34953394,1431.484635,104.6940277,"31,690.98",81,158893,3.661,581778
0.480901164,31.2499364,700.5974766,71.64508443,"29,079.64",83,47691,4.444,211933
0.493608871,28.87681846,787.1129951,74.71992899,"25,870.54",82,177522,4.09,726107
0.530822114,30.18341947,659.9083971,89.79227247,"29,979.23",82,28618,4.066,116346
0.45713644,29.57737195,922.0421162,66.98631465,"29,612.16",77,31797,3.563,113281
0.482961825,29.11063335,1031.840376,73.66828041,"25,389.05",82,122209,3.828,467756
0.482121896,30.10728865,782.4881437,70.3037737,"27,634.13",75,59106,3.962,234186
0.466119917,29.88660101,584.3521487,73.29323708,"30,322.31",83,79225,4.615,365590
0.512083954,28.0667208,1297.1416,62.81007787,"25,355.69",82,112373,3.57,401138
0.488334643,29.41524756,983.4100888,74.59473714,"25,374.74",82,128443,4.083,524431
0.478479992,30.22460465,523.6755496,83.7873248,"31,041.76",82,156116,4.177,652054
0.531545804,29.04865731,708.91897,84.64262184,"30,207.91",84,8414,3.848,32379
0.488095997,30.85956743,537.9336398,77.88304761,"31,034.89",80,86053,4.18,359742
0.461201799,28.93575415,810.5110997,76.48692931,"26,565.29",77,67555,4.298,290368
0.535108977,28.5831086,1045.405725,97.51569311,"29,084.97",80,9889,3.224,31887
0.487277242,29.17331196,569.2155418,49.95252616,"30,185.41",78,49285,3.585,176698
0.478040229,27.01639444,1091.585895,47.82719021,"25,542.81",78,168635,4.145,699047
0.509089367,28.71568307,1459.233472,74.80210531,"24,873.59",77,101392,4.141,419821
0.503770694,30.92545934,538.5424855,70.67587415,"30,695.61",78,36128,3.685,133117
0.47314921,28.53876091,796.1900348,85.08737073,"30,393.82",72,23680,3.85,91176
0.51943433,28.87370806,1267.62649,77.77927001,"25,059.53",79,47718,3.958,188861
0.510032384,30.20609734,664.1572857,86.79651176,"30,323.89",77,38624,4.303,166198
0.510138496,30.25690127,558.6956876,91.04836024,"30,437.04",82,36923,3.669,135459
0.528084893,29.92694868,711.203483,99.72914224,"29,050.18",81,54809,4.378,239964
0.549803702,28.18396596,1525.565304,71.29695096,"25,401.67",83,49306,3.491,172134
0.461646239,31.99153996,464.3484351,57.71577481,"31,561.60",76,19941,4.016,80086
0.459130657,30.35180076,695.3258966,85.80120096,"29,584.08",71,24668,4.177,103049
0.47850946,28.67999204,1085.764235,61.04328779,"24,992.95",76,264051,4.068,1074189
0.440942864,30.17687659,568.6124973,51.43881495,"28,243.58",77,200665,4.117,826198
0.46757706,30.11346015,543.7720435,74.79010984,"30,468.36",81,36758,3.896,143208
0.466603875,30.3102389,717.0926077,73.96406588,"28,809.61",74,53086,3.729,197940
0.504458476,28.64133601,771.404182,72.76532498,"27,586.94",78,25833,3.7,95582
0.508090848,30.52315463,549.8015256,76.02197005,"29,304.01",74,53478,4.531,242312
0.468761285,27.25978393,1438.69633,49.36715829,"23,465.78",80,179707,4.023,722996
0.447778696,28.80603736,1028.959105,72.77828163,"25,278.97",78,81078,4.344,352182
0.415925013,30.28947594,921.7424257,76.18470513,"30,522.66",82,57858,4.542,262818
0.506046955,31.26489508,595.9999529,73.61239933,"29,430.98",80,68665,3.974,272865
0.541505365,28.90096093,882.3311395,74.97961362,"26,392.75",83,39696,4,158779
0.413029059,29.96416957,924.5882669,61.85338292,"30,403.09",80,1582,2.083,3295
0.4878913,29.65984802,689.5978055,70.28758752,"30,060.60",83,20379,3.592,73206
0.556354406,30.22490933,622.5781328,100.4543184,"29,765.69",81,16805,4.224,70983
0.483426364,29.79450263,425.6984729,62.8213316,"30,086.43",80,70072,4.059,284455
0.551370319,28.94133024,1039.803259,121.4475724,"30,195.37",79,7718,3.886,29993
0.503463874,28.97668933,1035.33595,85.19407259,"25,095.34",77,131795,4.412,581456
0.487564865,29.75482216,497.5320006,62.79908944,"30,519.00",78,73288,3.872,283772
0.49831417,29.70910097,695.3542303,100.160174,"30,174.44",74,26805,4.166,111664
0.484578891,28.0488278,1224.380644,70.03606672,"24,879.86",80,89762,3.992,358303
0.473914165,29.50905164,658.3241483,71.07248471,"27,733.25",78,138126,4.22,582925
0.544303855,26.9663834,1826.649413,42.60187853,"22,873.41",78,189367,3.619,685226
0.534910486,28.50849855,2055.163621,51.6983358,"23,540.80",81,69929,2.881,201490
0.514076255,29.52241276,744.3671476,83.07311758,"27,121.08",83,168011,4.319,725634
0.529457416,29.67272043,713.1795996,63.47455305,"26,758.73",80,62354,3.913,243972
0.493920942,30.547342,506.3973118,74.15428979,"31,969.23",75,52630,4.154,218606
0.449585693,31.55665844,884.8520831,123.3157221,"32,185.20",82,4468,3.03,13536
0.456999999,32.47999872,609.3925932,75.49569332,"31,416.70",79,348,3.175,1105
0.490031148,30.3280503,537.3826844,110.5921015,"31,179.96",80,53708,3.832,205807
0.463723162,30.1620386,630.0462592,109.5306421,"30,813.04",80,47090,3.515,165500
0.495485004,30.47353788,632.2660182,32.18461495,"30,149.05",83,185741,3.876,719981
0.532927892,29.07692576,882.503483,66.05539169,"28,568.37",70,101664,3.917,398252
0.529046754,29.39950606,611.1630519,85.51377422,"30,365.44",81,110467,3.948,436136
0.45966607,33.71144683,355.1051129,16.83281141,"33,394.13",78,46141,3.807,175669
0.507521595,30.10601646,797.0680775,87.31259976,"31,699.39",77,61535,3.05,187680
0.465171642,34.06838262,471.5174452,34.10055056,"34,107.31",78,35160,3.863,135832
0.512533496,29.68424769,722.0102533,53.6103965,"29,732.02",71,50962,3.889,198203
0.498078795,31.10401036,830.4783438,131.2411109,"32,712.88",72,156242,3.676,574371
0.509763174,31.49096004,670.1686893,66.456743,"31,052.62",73,48268,4.537,218997
0.48805076,30.29746721,732.7168854,17.55836741,"29,417.00",77,176509,4.007,707246
0.527180918,32.56846994,577.6472498,86.71105238,"32,031.03",74,24139,4.164,100513
0.482884042,30.62808149,754.8482322,63.23998711,"29,957.13",74,29719,3.708,110208
0.486621625,30.17078605,816.3409023,21.93001547,"28,413.88",73,125368,3.839,481241
0.521819308,30.33923831,762.2835336,60.86094933,"29,823.37",76,56413,3.964,223605
0.526611872,31.51747935,545.2401551,79.16507425,"32,047.86",78,75161,4.715,354418
0.507709304,28.86458109,1251.812334,66.56248491,"26,203.57",73,95820,3.526,337832
0.503852816,30.16623036,817.2692411,39.91482446,"28,266.11",78,128682,3.937,506653
0.522638908,33.00678712,509.9236088,53.90289211,"33,494.46",79,151964,4.402,669014
0.526434678,30.36088638,561.9531716,109.634911,"31,251.29",81,8595,3.868,33249
0.489990846,33.39490054,505.6174229,51.47996011,"33,634.39",75,83211,4.315,359082
0.500298446,30.00415614,605.5654562,29.23686374,"30,079.99",78,68027,4.318,293753
0.539780234,29.02196085,941.9427123,112.2903051,"29,933.28",71,9886,3.348,33094
0.493273069,31.15783225,477.3969759,51.51999208,"32,479.06",84,48992,4.06,198901
0.492746968,27.83916004,1025.575437,59.46252668,"27,116.51",76,116262,4.33,503363
0.457950383,29.22795523,1156.433487,33.38873997,"27,352.96",81,107030,4.003,428420
0.470262924,33.53479083,484.5318284,44.24193361,"33,440.65",80,34011,3.993,135811
0.486783101,30.45293051,602.0943077,90.23659979,"30,507.74",81,23680,3.824,90545
0.499839851,30.05716395,1117.37901,27.38525764,"27,678.87",81,47875,4.121,197277
0.536820198,31.31233077,548.7273098,98.05722915,"31,680.51",79,32519,4.478,145625
0.519613388,33.07995866,542.8617728,72.71210751,"32,844.74",84,33816,4.1,138638
0.514607563,30.85408312,642.1020768,85.56640746,"31,403.51",83,50566,4.561,230617
0.549399626,28.46190565,1491.17081,79.41783276,"25,701.69",83,39289,3.37,132412
0.470402122,34.67194942,432.5331228,38.02168374,"34,209.26",78,21440,3.976,85244
0.522522124,30.51908586,610.6104828,97.61630266,"30,953.77",80,24048,4.194,100860
0.533123911,29.07266932,922.1802503,49.74298937,"27,254.49",77,263271,4.075,1072834
0.420881216,32.08881535,426.0288475,13.25357626,"31,740.99",84,192009,4.112,789518
0.522814982,33.4969425,512.8048601,67.42551833,"32,581.49",80,38121,4.13,157436
0.499479101,30.31966929,706.9570713,67.93124127,"30,359.21",83,51112,3.732,190769
0.526143891,29.35733975,833.9692012,80.82935415,"29,205.23",82,25240,3.955,99814
0.471581282,33.15353896,536.8120906,41.03186084,"32,393.33",86,52613,4.606,242318
0.474709678,27.77438348,1176.055116,47.99806439,"25,164.36",76,140812,4.001,563439
0.513064642,30.03370665,973.3951128,21.15348946,"28,311.94",74,80408,4.207,338249
0.41920833,31.56644031,672.780585,80.40424556,"30,641.36",80,59809,4.509,269706
0.489755851,33.03291732,536.3151149,54.62477108,"32,266.34",78,60554,3.987,241412
0.513722768,30.97112212,981.620592,23.98826256,"29,270.08",78,36024,4.091,147361
0.449568577,31.61358906,676.6683892,92.79144735,"31,215.53",73,923,2.652,2446
0.511743093,30.72626968,566.2197099,105.3631994,"31,487.38",75,19525,3.967,77460
0.511416255,32.89163063,560.314841,73.91007832,"32,298.97",71,14614,4.302,62870
0.468975539,32.61149404,377.1627711,25.14186392,"33,162.75",81,66717,4.087,272701
0.506490041,29.09093157,886.5070035,137.8974566,"31,136.00",77,7530,4.151,31261
0.472373767,30.16174064,864.565263,29.4184428,"28,140.50",78,132796,4.26,565685
0.511571568,31.49255892,397.1094385,52.34246431,"33,183.00",79,74228,3.941,292504
0.518615682,30.83084972,545.2819454,101.8191661,"31,151.66",82,27407,4.089,112066
0.498064734,29.18080612,946.9819888,44.5057221,"27,364.60",79,86642,4.066,352272
0.519985757,30.56003394,617.5074569,40.91710119,"30,796.59",78,137923,4.106,566275
0.51568124,27.71984506,1738.997286,35.72453705,"23,986.45",82,54388,3.613,196500
0.53428096,28.2308279,2016.230391,40.41094543,"23,866.00",82,57909,2.894,167560
0.514417533,30.56813501,716.5463798,51.88657709,"29,911.69",84,167894,4.175,700906
0.491443856,31.97995571,803.5857106,19.0410237,"30,306.93",76,59964,4.221,253090
0.520838524,29.57842626,563.4009041,93.1060186,"30,493.09",82,50831,4.32,219577
0.500360685,31.20458304,1111.362248,177.8363419,"32,167.30",74,6302,3.466,21840
0.430200519,30.85215468,700.4000402,99.74655522,"30,855.00",83,415,3.054,1268
